Food_ID,name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region
426,chicken in mahalak sauce,"Chicken breast, kasundi Bengali mustard sauce, sweet potato, red and yellow capsicum, broccoli, garlic buds, refined oil, salt, butter, cream, green onion, honey, ginger and garlic paste",non vegetarian,20,40,bitter,main course,Goa,West
427,grilled kasundi honey chicken with sweet potato mash,"Oil, chicken breast, garlic, ginger, tomato catchup, oyster sauce, shitake mushrooms, bomb shoots boiled, salt, sugar, broth powder, shocking wine, potato starch, sesame oil, green onions",non vegetarian,300,20,savory,main course,Mizoram,North
428,chicken dong style,"Chicken sliced, garlic paste, ginger paste, Hung curd, salt, garam masala, coriander powder, pepper powder, cream, oil, for garnishing:, lemon pieces, onion rings",non vegetarian,15,25,savory,main course,Odisha,East
429,microwave tandoori chicken,"Chicken sliced ??into large pieces, salt, cranberry puree, red chilli powder, garam masala, coriander powder, cumin powder, chaat masala, corn flour, fenugreek leaves, gram flour, ginger, garlic, cream, Greek yogurt, butter",non vegetarian,30,40,sweet,breakfast,Andhra Pradesh,South
430,methi malai cranberry chicken,"Chicken breast , all purpose flour, salt, hot red chillies, eggs, bread crumbles, white cabbage slaw, pasarley sprig, honey-mustard dip, green bell pepper",non vegetarian,10,20,bitter,breakfast,Goa,West
431,southern fried chicken tenders,"Chicken Thais, Thai Ginger, Lemon Leaves, Lemongrass, Coconut Milk Powder, Refined Oil, Red Curry Paste, Peanut Butter, Bezel Leaves, Lotus Stem, Yellow Butter, Chaat Masala",non vegetarian,10,30,sweet,snack,Punjab,North East
432,thai style chicken tikka,"Chicken Mince, Onion, Tomato, Green Capsicum, Green Coriander, Green Chilli, Salt, Oil, Cashew, Almond, Mint, Red Chilli Powder, Ginger Garlic Paste, Cumin Powder, Lemon Juice, Fresh Cream, Kewda Water",non vegetarian,20,30,sweet,soup,Kerala,South
433,chicken gilafi kebab,"Chicken Thais, Garlic Paste, Garlic Paste, Yellow Chilli Powder, Cheese, Curd, Gram Flour, Green Cardamom Powder, Yellow Chilli Powder, Mace Powder, Nutmeg Powder, Rock Salt, Green Coriander, Oil",non vegetarian,10,20,sweet,soup,Goa,West
434,cheese chicken kebabs,"processed crab meat, refined oil, curry leaves, garlic, green chilli, onion, ginger-garlic paste, coriander, coriander powder, cumin powder, turmeric powder, garam masala powder, kashmiri chilli powder, salt, lemon, chop masala, tomato",non vegetarian,16,30,savory,starter,Maharashtra,West
435,andhra crab meat masala,"turkey breast, cajun spice, spinach leaves cooked and drained, garlic pods, salted butter, feta cheese, bacon strips, ground black pepper, for cajun spice:, onion powder, garlic powder, seasoning salt, paprika, ground black pepper, cayenne pepper, oregano, thyme, red pepper flakes if you like it spicy",non vegetarian,20,45,savory,starter,Kerala,South
436,cajun spiced turkey wrapped with bacon,"lamb minced, couscous, scallion, garlic, egg, parsley, olive oil, mint, ao nori herb, salt, five spice, cinnamon powder",non vegetarian,15,30,sweet,starter,Mizoram,North
437,thai lamb balls,"vegetarianetable oil, garlic, ginger, lamb, stock, oyster sauce, dry sherry, sugar, celery, salt, bokchoy, shitake mushroom",non vegetarian,15,30,sweet,main course,Maharashtra,West
438,oyster lamb,"oil, cumin seeds, cloves, black peppercorns, cinnamon, coriander seeds, ajwain, red chilli whole, chilli flakes, boneless chicken, salt, water, ginger, green chilli, garlic, coriander leaves , mint leaves , egg",non vegetarian,15,25,sweet,dessert,Manipur,North East
439,chicken shami kebab,"refined oil, black cardamoms, green cardamoms, mace, clove, cinnamon stick, black pepper corn, ginger garlic paste, ginger, green chilies, mutton curry cut, brown onion paste, salt, kashmiri red chili powder, tomato puree, garam masala powder, coriander powder, cumin powder",non vegetarian,20,40,sweet,dessert,Odisha,East
440,balti meat,"mutton chops, espresso, honey, balsamic vinegar, rosemary, pink peppercorns crushed, olive oil, salt",non vegetarian,20,30,sweet,soup,Maharashtra,West
441,coffee marinated mutton chops,"mutton wash and cut into very small cubes, ghee or oil, tomatoes, onions, green chillies, coriander leaves, chilli powder, turmeric powder, ginger-garlic paste, water, vinegar, jaggery, salt, potatoes, oil",non vegetarian,30,40,tangy,soup,Delhi,North
442,sali boti parsi meat dish,"Lang Shanks, Olive Oil, Onion, Carrots, Celery Stick, Garlic, White Wine, Lamb Stock, White Wine, Rosemary, Tomata Puree",non vegetarian,40,60,tangy,breakfast,Kerala,South
423,braised lamb shanks,"Lamb pieces, yogurt, turmeric powder, castor sugar, red chili powder, mustard oil, onion, ginger paste, garlic paste, green chillies, mustard seeds, almonds",non vegetarian,10,35,savory,breakfast,Mizoram,North East
444,bengali lamb curry,"sear fish, coconut, ginger, pureed tamarind, salt, powdered turmeric, green chillies, red chilli powder, shallots",non vegetarian,30,30,savory,starter,Uttar Pradesh,North
445,malabari fish curry,"sole fillet you can also do  types of fish, large shrimps optional, potatoes peeled, onions cut into slices, garlic cloves, red capsicum can use green also, parsley or coriander choose the herb that most suits your taste buds, few dashes of hot sauce, paprika, olive oil, white wine, rock salt",non vegetarian,15,20,savory,soup,Maharashtra,West
446,japanese fish stew,"whole coriander seeds, whole red chilli, coconut oil, mustard seeds, onion, curry leaf, coconut milk, tamarind pulp, coriander, seabass fish curry cuts",non vegetarian,30,30,spicy,starter,Odisha,East
447,malabar fish curry,"tamarind, red chilli powder, turmeric powder, salt, fresh coconut, onion, garlic cloves, coriander seeds, fenugreek seeds, red chilli powder, turmeric powder, tamarind lemon sized, butter, lobster de-shell and devein and make a small cube, salt and lime, surmai",non vegetarian,10,40,spicy,starter,Mizoram,North East
448,surmai curry with lobster butter rice,"butter, tabasco, chives, salt, salmon fillet, olive oil, sea salt",vegetarian,15,30,spicy,snack,Andhra Pradesh,South
449,seared salmon in tabasco butter,"lobster shell, carrot, leeks, garlic cloves, tomato paste, bay leaf, peppercorn, water, lobster meat, arborio rice, onion, leeks, lobster stock, parmesan cheese, cream, salt, olive oil, egg, parmesan, flour, milk, parsley, salt, cherry tomatoes, garlic pods, olive oil, water, oil, flour, salt",non vegetarian,30,60,tangy,dessert,West Bengal,East
450,"risotto lobster with parmesan egg pancake, confit tomatoes and coral tuille","sea bass fillets, olive oil for grilling, red wine vinegar, sugar, extra virgin olive oil, garlic clove, coriander, bamboo skewers",non vegetarian,15,50,tangy,dessert,Kerala,South
451,fish skewers with coriander and red wine vinegar dressing,"sea baass fillets, olive oil for grilling, red wine vinegar, sugar, extra virgin olive oil, garlic clove, coriander, bamboo skewers",non vegetarian,10,30,bitter,soup,Maharashtra,West
452,"risotto lobster with parmesan egg pancake, confit tomatoes and coral tuille","sea bass fillets, olive oil for grilling, red wine vinegar, sugar, extra virgin olive oil, garlic clove, coriander, bamboo skewers",non vegetarian,15,50,tangy,dessert,Kerala,South
453,fish skewers with coriander and red wine vinegar dressing,,non vegetarian,10,30,bitter,soup,Maharashtra,West
